NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON_PAR_AMOUNT,LIMITING_CHARGE
,12042,,320.84,304.80,350.52
#,12042,,202.85,192.71,221.62
,12044,,396.55,376.72,433.23
#,12044,,224.44,213.22,245.20
,12045,,435.94,414.14,476.26
#,12045,,291.73,277.14,318.71
,12046,,531.23,504.67,580.37
#,12046,,345.00,327.75,376.91
,12047,,583.72,554.53,637.71
#,12047,,384.71,365.47,420.29
,12051,,294.61,279.88,321.86
#,12051,,176.95,168.10,193.32
,12052,,328.17,311.76,358.52
#,12052,,208.16,197.75,227.41
,12053,,378.71,359.77,413.74
#,12053,,225.42,214.15,246.27
,12054,,402.97,382.82,440.24
#,12054,,233.20,221.54,254.77
,12055,,534.05,507.35,583.45
#,12055,,320.59,304.56,350.24
,12056,,610.20,579.69,666.64
#,12056,,408.84,388.40,446.66
,12057,,643.30,611.14,702.81
#,12057,,446.64,424.31,487.96
,13100,,354.22,336.51,386.99
#,13100,,209.33,198.86,228.69
,13101,,412.08,391.48,450.20
#,13101,,257.11,244.25,280.89
,13102,,122.36,116.24,133.68
#,13102,,75.97,72.17,83.00
,13120,,369.76,351.27,403.96
#,13120,,241.68,229.60,264.04
,13121,,440.81,418.77,481.59
#,13121,,267.35,253.98,292.08
,13122,,133.86,127.17,146.25
#,13122,,87.80,83.41,95.92
,13131,,403.42,383.25,440.74
#,13131,,251.81,239.22,275.10
,13132,,489.94,465.44,535.26
#,13132,,315.47,299.70,344.66
,13133,,175.89,167.10,192.17
#,13133,,130.84,124.30,142.95
,13151,,441.52,419.44,482.36
#,13151,,290.92,276.37,317.83
,13152,,517.93,492.03,565.83
#,13152,,350.53,333.00,382.95
,13153,,195.82,186.03,213.93
#,13153,,145.06,137.81,158.48
,13160,,848.75,806.31,927.26
,14000,,667.72,634.33,729.48
#,14000,,531.91,505.31,581.11
,14001,,855.68,812.90,934.84
#,14001,,693.65,658.97,757.82
,14020,,733.01,696.36,800.81
#,14020,,591.82,562.23,646.56
,14021,,904.29,859.08,987.94
#,14021,,741.25,704.19,809.82
,14040,,791.36,751.79,864.56
#,14040,,650.85,618.31,711.06
,14041,,959.83,911.84,1048.62
#,14041,,793.77,754.08,867.19
,14060,,800.40,760.38,874.44
#,14060,,692.83,658.19,756.92
,14061,,1033.89,982.20,1129.53
#,14061,,851.35,808.78,930.10
,14301,,1139.87,1082.88,1245.31
#,14301,,917.67,871.79,1002.56
,14302,,231.32,219.75,252.71
,14350,,704.18,668.97,769.32
,15002,,363.85,345.66,397.51
#,15002,,234.43,222.71,256.12
,15003,,74.27,70.56,81.14
#,15003,,49.40,46.93,53.97
,15004,,412.62,391.99,450.79
#,15004,,275.13,261.37,300.58
,15005,,124.20,117.99,135.69
#,15005,,96.64,91.81,105.58
,15040,,274.95,261.20,300.38
#,15040,,132.75,126.11,145.03
,15050,,623.06,591.91,680.70
#,15050,,488.60,464.17,533.80
,15100,,922.71,876.57,1008.06
#,15100,,765.05,726.80,835.82
,15101,,196.65,186.82,214.84
#,15101,,119.33,113.36,130.36
,15110,,888.44,844.02,970.62
#,15110,,765.07,726.82,835.84
,15111,,122.87,116.73,134.24
#,15111,,111.78,106.19,122.12
,15115,,848.34,805.92,926.81
#,15115,,732.36,695.74,800.10
,15116,,168.28,159.87,183.85
#,15116,,152.48,144.86,166.59
,15120,,891.70,847.12,974.19
#,15120,,731.35,694.78,799.00
,15121,,220.51,209.48,240.90
#,15121,,143.19,136.03,156.43
,15130,,761.29,723.23,831.71
#,15130,,632.54,600.91,691.05
,15131,,104.10,98.90,113.74
#,15131,,96.03,91.23,104.91
,15135,,926.91,880.56,1012.64
#,15135,,802.87,762.73,877.14
,15136,,102.75,97.61,112.25
#,15136,,96.03,91.23,104.91
,15150,,768.76,730.32,839.87
#,15150,,699.84,664.85,764.58
,15151,,130.92,124.37,143.03
#,15151,,121.51,115.43,132.74
,15152,,162.66,154.53,177.71
#,15152,,153.25,145.59,167.43
,15155,,847.44,805.07,925.83
#,15155,,777.85,738.96,849.80
,15156,,175.94,167.14,192.21
#,15156,,166.19,157.88,181.56
,15157,,195.54,185.76,213.62
#,15157,,181.42,172.35,198.20
,15200,,883.91,839.71,965.67
#,15200,,713.14,677.48,779.10
,15201,,148.30,140.89,162.02
#,15201,,82.41,78.29,90.03
,15220,,802.33,762.21,876.54
#,15220,,637.95,606.05,696.96
,15221,,136.02,129.22,148.60
#,15221,,73.49,69.82,80.29
,15240,,968.38,919.96,1057.95
#,15240,,829.55,788.07,906.28
,15241,,181.63,172.55,198.43
#,15241,,112.05,106.45,122.42
,15260,,1037.05,985.20,1132.98
#,15260,,878.04,834.14,959.26
,15261,,214.80,204.06,234.67
#,15261,,142.86,135.72,156.08
,15271,,160.10,152.10,174.92
#,15271,,88.49,84.07,96.68
,15272,,25.21,23.95,27.54
#,15272,,17.48,16.61,19.10
,15273,,329.19,312.73,359.64
#,15273,,210.86,200.32,230.37
,15274,,87.72,83.33,95.83
#,15274,,49.06,46.61,53.60
,15275,,164.20,155.99,179.39
#,15275,,97.31,92.44,106.31
,15276,,34.35,32.63,37.52
#,15276,,26.62,25.29,29.08
,15277,,365.22,346.96,399.00
#,15277,,241.17,229.11,263.48
,15278,,100.78,95.74,110.10
#,15278,,60.10,57.10,65.67
#,15570,,781.64,742.56,853.94
,15570,,963.84,915.65,1053.00
,15572,,930.52,883.99,1016.59
#,15572,,781.94,742.84,854.27
,15574,,922.76,876.62,1008.11
#,15574,,776.53,737.70,848.36
,15576,,814.22,773.51,889.54
#,15576,,677.06,643.21,739.69
,15600,,351.03,333.48,383.50
#,15600,,221.94,210.84,242.47
,15610,,383.03,363.88,418.46
#,15610,,256.63,243.80,280.37
,15620,,466.48,443.16,509.63
#,15620,,342.77,325.63,374.47
,15630,,480.00,456.00,524.40
#,15630,,358.64,340.71,391.82
,15650,,567.42,539.05,619.91
#,15650,,426.57,405.24,466.03
,15730,,1475.44,1401.67,1611.92
#,15730,,952.71,905.07,1040.83
,15731,,1183.68,1124.50,1293.18
#,15731,,1053.59,1000.91,1151.05
,15733,,1094.59,1039.86,1195.84
,15734,,1623.00,1541.85,1773.13
,15736,,1299.66,1234.68,1419.88
,15738,,1360.46,1292.44,1486.31
,15740,,1060.63,1007.60,1158.74
#,15740,,886.16,841.85,968.13
,15750,,987.47,938.10,1078.82
,15756,,2438.56,2316.63,2664.12
,15757,,2420.01,2299.01,2643.86
,15758,,2409.01,2288.56,2631.84
,15760,,885.96,841.66,967.91
#,15760,,735.03,698.28,803.02
,15769,,514.50,488.78,562.10
,15770,,709.36,673.89,774.97
,15771,,642.59,610.46,702.03
#,15771,,541.74,514.65,591.85
,15772,,202.73,192.59,221.48
#,15772,,158.70,150.77,173.39
,15773,,629.10,597.65,687.30
#,15773,,531.61,505.03,580.78
,15774,,198.68,188.75,217.06
#,15774,,154.64,146.91,168.95
,15775,,398.15,378.24,434.98
#,15775,,272.76,259.12,297.99
,15776,,537.67,510.79,587.41
#,15776,,372.61,353.98,407.08
,15777,,230.98,219.43,252.34
,15778,,422.32,401.20,461.38
,15780,,874.54,830.81,955.43
#,15780,,685.62,651.34,749.04
,15781,,563.76,535.57,615.91
#,15781,,450.47,427.95,492.14
,15782,,499.75,474.76,545.97
#,15782,,380.42,361.40,415.61
,15783,,463.44,440.27,506.31
#,15783,,365.62,347.34,399.44
,15786,,237.57,225.69,259.54
#,15786,,140.08,133.08,153.04
,15787,,30.80,29.26,33.65
#,15787,,17.02,16.17,18.60
,15788,,399.62,379.64,436.59
#,15788,,222.46,211.34,243.04
,15789,,549.83,522.34,600.69
#,15789,,424.44,403.22,463.70
,15792,,342.73,325.59,374.43
#,15792,,215.32,204.55,235.23
,15793,,488.34,463.92,533.51
#,15793,,367.65,349.27,401.66
,15819,,852.00,809.40,930.81
,15820,,592.04,562.44,646.81
#,15820,,526.49,500.17,575.20
,15821,,638.58,606.65,697.65
#,15821,,566.31,537.99,618.69
,15822,,477.54,453.66,521.71
#,15822,,412.67,392.04,450.85
,15823,,637.74,605.85,696.73
#,15823,,565.13,536.87,617.40
,15830,,1258.26,1195.35,1374.65
,15832,,986.89,937.55,1078.18
,15833,,935.15,888.39,1021.65
,15834,,952.17,904.56,1040.24
,15835,,994.06,944.36,1086.01
,15836,,849.41,806.94,927.98
,15837,,917.13,871.27,1001.96
#,15837,,763.51,725.33,834.13
,15838,,691.21,656.65,755.15
,15839,,946.86,899.52,1034.45
#,15839,,791.56,751.98,864.78
,15840,,1074.57,1020.84,1173.97
,15841,,1900.03,1805.03,2075.78
,15842,,2884.99,2740.74,3151.85
,15845,,1129.67,1073.19,1234.17
,15847,,331.88,315.29,362.58
,15851,,59.87,56.88,65.41
#,15851,,67.93,64.53,74.21
,15852,,50.19,47.68,54.83
,15853,,11.66,11.08,12.74
,15854,,16.60,15.77,18.14
,15860,,115.03,109.28,125.67
,15920,,690.61,656.08,754.49
,15922,,850.11,807.60,928.74
,15931,,768.04,729.64,839.09
,15933,,941.78,894.69,1028.89
,15934,,1024.10,972.90,1118.84
,15935,,1232.98,1171.33,1347.03
,15936,,974.72,925.98,1064.88
,15937,,1122.95,1066.80,1226.82
,15940,,767.07,728.72,838.03
,15941,,1004.39,954.17,1097.30
,15944,,996.99,947.14,1089.21
,15945,,1088.01,1033.61,1188.65
,15946,,1739.51,1652.53,1900.41
,15950,,677.90,644.01,740.61
,15951,,957.22,909.36,1045.76
,15952,,978.01,929.11,1068.48
,15953,,1076.86,1023.02,1176.47
,15956,,1250.07,1187.57,1365.71
,15958,,1264.92,1201.67,1381.92
,16000,,82.46,78.34,90.09
#,16000,,49.18,46.72,53.73
,16020,,89.01,84.56,97.24
#,16020,,58.42,55.50,63.83
,16025,,164.00,155.80,179.17
#,16025,,116.94,111.09,127.75
,16030,,207.75,197.36,226.96
#,16030,,141.19,134.13,154.25
,16035,,207.05,196.70,226.21
,16036,,89.89,85.40,98.21
,17000,,69.11,65.65,75.50
#,17000,,56.34,53.52,61.55
,17003,,6.73,6.39,7.35
#,17003,,2.03,1.93,2.22
,17004,,174.71,165.97,190.87
#,17004,,103.44,98.27,113.01
,17106,,356.22,338.41,389.17
#,17106,,286.64,272.31,313.16
,17107,,461.81,438.72,504.53
#,17107,,371.72,353.13,406.10
,17108,,660.23,627.22,721.30
#,17108,,549.97,522.47,600.84
,17110,,116.43,110.61,127.20
#,17110,,69.03,65.58,75.42
,17111,,136.35,129.53,148.96
#,17111,,84.92,80.67,92.77
,17250,,90.38,85.86,98.74
#,17250,,39.29,37.33,42.93
,17260,,103.41,98.24,112.98
#,17260,,73.15,69.49,79.91
,17261,,152.34,144.72,166.43
#,17261,,89.48,85.01,97.76
,17262,,184.76,175.52,201.85
#,17262,,114.84,109.10,125.47
,17263,,199.50,189.53,217.96
#,17263,,126.55,120.22,138.25
,17264,,213.55,202.87,233.30
#,17264,,134.89,128.15,147.37
,17266,,244.06,231.86,266.64
#,17266,,159.35,151.38,174.09
,17270,,155.55,147.77,169.94
#,17270,,99.75,94.76,108.97
,17271,,172.40,163.78,188.35
#,17271,,109.54,104.06,119.67
,17272,,195.13,185.37,213.18
#,17272,,125.54,119.26,137.15
,17273,,216.40,205.58,236.42
#,17273,,142.11,135.00,155.25
,17274,,253.66,240.98,277.13
#,17274,,173.99,165.29,190.08
,17276,,295.33,280.56,322.64
#,17276,,210.28,199.77,229.74
,17280,,144.28,137.07,157.63
#,17280,,89.15,84.69,97.39
,17281,,186.37,177.05,203.61
#,17281,,122.84,116.70,134.21
,17282,,213.03,202.38,232.74
#,17282,,141.77,134.68,154.88
,17283,,251.66,239.08,274.94
#,17283,,176.36,167.54,192.67
,17284,,287.02,272.67,313.57
#,17284,,206.68,196.35,225.80
,17286,,367.44,349.07,401.43
#,17286,,279.03,265.08,304.84
,17311,,699.69,664.71,764.42
#,17311,,369.92,351.42,404.13
,17312,,423.76,402.57,462.96
#,17312,,197.19,187.33,215.43
,17313,,656.23,623.42,716.93
#,17313,,331.50,314.93,362.17
,17314,,405.06,384.81,442.53
#,17314,,181.52,172.44,198.31
,17315,,81.87,77.78,89.45
#,17315,,52.62,49.99,57.49
,17340,,55.28,52.52,60.40
#,17340,,51.92,49.32,56.72
,17360,,129.35,122.88,141.31
#,17360,,97.42,92.55,106.43
,19000,,105.62,100.34,115.39
#,19000,,45.11,42.85,49.28
,19001,,27.25,25.89,29.77
#,19001,,21.54,20.46,23.53
,19020,,497.83,472.94,543.88
#,19020,,338.15,321.24,369.43
,19030,,171.06,162.51,186.89
#,19030,,80.29,76.28,87.72
,19081,,519.00,493.05,567.01
#,19081,,170.73,162.19,186.52
,19082,,400.24,380.23,437.26
#,19082,,86.27,81.96,94.25
,19083,,518.26,492.35,566.20
#,19083,,160.24,152.23,175.06
,19084,,394.27,374.56,430.74
#,19084,,81.31,77.24,88.83
,19085,,791.70,752.12,864.94
#,19085,,185.27,176.01,202.41
,19086,,613.86,583.17,670.65
#,19086,,93.48,88.81,102.13
,19100,,159.85,151.86,174.64
#,19100,,76.15,72.34,83.19
,19101,,352.37,334.75,384.96
#,19101,,244.13,231.92,266.71
,19105,,2380.08,2261.08,2600.24
#,19105,,231.34,219.77,252.74
,19110,,519.96,493.96,568.05
#,19110,,382.47,363.35,417.85
,19112,,489.79,465.30,535.10
#,19112,,348.60,331.17,380.85
,19120,,559.44,531.47,611.19
#,19120,,456.24,433.43,498.44
,19125,,618.15,587.24,675.33
#,19125,,506.21,480.90,553.04
,19126,,177.01,168.16,193.38
,19281,,248.73,236.29,271.73
#,19281,,102.50,97.38,111.99
,19282,,176.03,167.23,192.31
#,19282,,51.98,49.38,56.79
,19283,,268.69,255.26,293.55
#,19283,,103.63,98.45,113.22
,19284,,197.10,187.25,215.34
#,19284,,52.21,49.60,57.04
,19285,,382.11,363.00,417.45
#,19285,,88.64,84.21,96.84
,19286,,312.47,296.85,341.38
#,19286,,44.88,42.64,49.04
,19287,,656.55,623.72,717.28
#,19287,,130.13,123.62,142.16
,19288,,506.78,481.44,553.66
#,19288,,65.40,62.13,71.45
,19294,,181.53,172.45,198.32
,19296,,3794.27,3604.56,4145.24
#,19296,,231.30,219.74,252.70
,19297,,104.24,99.03,113.88
,19298,,898.46,853.54,981.57
#,19298,,328.33,311.91,358.70
,19300,,620.23,589.22,677.60
#,19300,,468.28,444.87,511.60
,19301,,724.99,688.74,792.05
,19302,,996.18,946.37,1088.33
,19303,,1052.50,999.88,1149.86
,19305,,1263.28,1200.12,1380.14
,19306,,1338.90,1271.96,1462.75
,19307,,1294.99,1230.24,1414.78
,19316,,849.88,807.39,928.50
,19318,,1171.14,1112.58,1279.47
,19325,,656.09,623.29,716.78
,19328,,592.42,562.80,647.22
,19330,,692.63,658.00,756.70
,19340,,813.89,773.20,889.18
,19342,,813.51,772.83,888.75
,19350,,879.33,835.36,960.66
#,19350,,718.98,683.03,785.48
,19355,,801.11,761.05,875.21
#,19355,,659.59,626.61,720.60
,19357,,1234.59,1172.86,1348.79
,19361,,1668.47,1585.05,1822.81
,19364,,2918.24,2772.33,3188.18
,19367,,1894.95,1800.20,2070.23
,19368,,2325.65,2209.37,2540.78
,19369,,2160.41,2052.39,2360.25
,19370,,717.21,681.35,783.55
,19371,,763.02,724.87,833.60
,19380,,862.84,819.70,942.66
,19396,,286.65,272.32,313.17
#,19396,,151.85,144.26,165.90
,20100,,651.45,618.88,711.71
,20101,,609.22,578.76,665.57
#,20101,,230.03,218.53,251.31
,20102,,637.60,605.72,696.58
#,20102,,276.57,262.74,302.15
,20103,,593.76,564.07,648.68
#,20103,,370.21,351.70,404.46
,20150,,1082.17,1028.06,1182.27
,20200,,229.75,218.26,251.00
#,20200,,104.03,98.83,113.65
,20205,,323.49,307.32,353.42
#,20205,,170.54,162.01,186.31
,20206,,229.14,217.68,250.33
#,20206,,59.38,56.41,64.87
,20220,,242.69,230.56,265.14
#,20220,,91.42,86.85,99.88
,20225,,396.69,376.86,433.39
#,20225,,134.49,127.77,146.94
,20240,,146.54,139.21,160.09
,20245,,369.18,350.72,403.33
,20250,,424.16,402.95,463.39
,20251,,462.74,439.60,505.54
,20500,,129.30,122.84,141.27
#,20500,,93.67,88.99,102.34
,20501,,147.37,140.00,161.00
#,20501,,38.12,36.21,41.64
,20520,,225.56,214.28,246.42
#,20520,,154.63,146.90,168.94
,20525,,486.86,462.52,531.90
#,20525,,264.32,251.10,288.77
,20526,,87.09,82.74,95.15
#,20526,,61.54,58.46,67.23
,20527,,93.05,88.40,101.66
#,20527,,70.52,66.99,77.04
,20550,,60.66,57.63,66.27
#,20550,,41.50,39.43,45.34
,20551,,60.66,57.63,66.27
#,20551,,41.50,39.43,45.34
,20552,,55.13,52.37,60.23
#,20552,,38.99,37.04,42.60
,20553,,64.02,60.82,69.94
#,20553,,44.86,42.62,49.01
,20555,,346.68,329.35,378.75
,20560,,26.20,24.89,28.62
#,20560,,15.11,14.35,16.50
,20561,,38.24,36.33,41.78
#,20561,,22.78,21.64,24.89
,20600,,55.13,52.37,60.23
#,20600,,37.31,35.44,40.76
,20604,,85.23,80.97,93.12
#,20604,,48.26,45.85,52.73
,20605,,57.95,55.05,63.31
#,20605,,39.46,37.49,43.11
,20606,,92.78,88.14,101.36
#,20606,,54.80,52.06,59.87
,20610,,67.85,64.46,74.13
#,20610,,48.02,45.62,52.46
,20611,,104.72,99.48,114.40
#,20611,,64.04,60.84,69.97
,20612,,67.03,63.68,73.23
#,20612,,43.50,41.33,47.53
,20615,,263.01,249.86,287.34
#,20615,,169.55,161.07,185.23
,20650,,237.25,225.39,259.20
#,20650,,173.38,164.71,189.42
,20660,,273.43,259.76,298.72
,20661,,568.54,540.11,621.13
,20662,,559.58,531.60,611.34
,20663,,515.08,489.33,562.73
,20664,,998.49,948.57,1090.86
,20665,,121.22,115.16,132.43
#,20665,,100.72,95.68,110.03
,20670,,368.40,349.98,402.48
#,20670,,152.25,144.64,166.34
,20680,,632.49,600.87,691.00
#,20680,,447.27,424.91,488.65
,20690,,642.14,610.03,701.53
,20692,,1199.71,1139.72,1310.68
,20693,,470.79,447.25,514.34
,20694,,455.19,432.43,497.29
#,20694,,364.09,345.89,397.77
,20696,,1251.83,1189.24,1367.63
,20697,,1846.44,1754.12,2017.24
,20700,,90.99,86.44,99.41
,20701,,69.90,66.41,76.37
,20702,,154.13,146.42,168.38
,20703,,111.06,105.51,121.34
,20704,,158.53,150.60,173.19
,20705,,134.84,128.10,147.32
,20802,,2955.90,2808.11,3229.33
,20805,,3515.66,3339.88,3840.86
,20808,,4243.76,4031.57,4636.31
,20816,,2214.27,2103.56,2419.09
,20822,,1908.10,1812.70,2084.61
,20824,,2217.96,2107.06,2423.12
,20827,,1960.76,1862.72,2142.13
,20838,,2999.14,2849.18,3276.56
,20900,,407.52,387.14,445.21
#,20900,,194.06,184.36,212.01
,20902,,295.96,281.16,323.33
,20910,,509.62,484.14,556.76
,20912,,511.05,485.50,558.33
,20920,,424.05,402.85,463.28
,20922,,650.28,617.77,710.44
#,20922,,533.29,506.63,582.62
,20924,,539.90,512.91,589.85
,20931,,124.41,118.19,135.92
,20932,,816.28,775.47,891.79
,20933,,749.42,711.95,818.74
,20934,,815.94,775.14,891.41
,20937,,185.75,176.46,202.93
,20938,,204.83,194.59,223.78
,20939,,78.38,74.46,85.63
,20950,,271.97,258.37,297.13
#,20950,,93.13,88.47,101.74
,20955,,2618.40,2487.48,2860.60
,20956,,2844.87,2702.63,3108.02
,20957,,2961.27,2813.21,3235.19
,20962,,2865.62,2722.34,3130.69
,20969,,2885.19,2740.93,3152.07
,20970,,3068.15,2914.74,3351.95
,20972,,3059.83,2906.84,3342.87
,20973,,3233.12,3071.46,3532.18
,20974,,87.44,83.07,95.53
#,20974,,55.17,52.41,60.27
,20975,,191.11,181.55,208.78
,20979,,59.28,56.32,64.77
#,20979,,34.74,33.00,37.95
,20982,,3592.25,3412.64,3924.54
#,20982,,390.32,370.80,426.42
,20983,,5216.82,4955.98,5699.38
#,20983,,356.94,339.09,389.95
,20985,,156.94,149.09,171.45
,21010,,774.67,735.94,846.33
,21011,,390.71,371.17,426.85
#,21011,,275.07,261.32,300.52
,21012,,364.77,346.53,398.51
,21013,,566.76,538.42,619.18
#,21013,,429.94,408.44,469.71
,21014,,559.70,531.72,611.48
,21015,,744.97,707.72,813.88
,21016,,1083.69,1029.51,1183.94
,21025,,820.40,779.38,896.29
#,21025,,688.28,653.87,751.95
,21026,,552.06,524.46,603.13
#,21026,,443.81,421.62,484.86
,21029,,806.96,766.61,881.60
#,21029,,657.03,624.18,717.81
,21030,,474.69,450.96,518.60
#,21030,,374.18,355.47,408.79
,21031,,394.96,375.21,431.49
#,21031,,282.01,267.91,308.10
,21032,,382.19,363.08,417.54
#,21032,,269.58,256.10,294.52
,21034,,1367.52,1299.14,1494.01
#,21034,,1192.04,1132.44,1302.31
,21040,,481.53,457.45,526.07
#,21040,,377.66,358.78,412.60
,21044,,911.08,865.53,995.36
,21045,,1268.90,1205.46,1386.28
,21046,,1028.37,976.95,1123.49
,21047,,1276.18,1212.37,1394.23
,21048,,1037.06,985.21,1132.99
,21049,,1212.00,1151.40,1324.11
,21050,,899.28,854.32,982.47
,21060,,817.03,776.18,892.61
,21070,,646.99,614.64,706.84
,21073,,387.95,368.55,423.83
#,21073,,252.14,239.53,275.46
,21076,,896.76,851.92,979.71
#,21076,,738.77,701.83,807.10
,21077,,2198.00,2088.10,2401.32
#,21077,,1817.46,1726.59,1985.58
,21079,,1501.91,1426.81,1640.83
#,21079,,1219.54,1158.56,1332.34
,21080,,1727.95,1641.55,1887.78
#,21080,,1386.07,1316.77,1514.29
,21081,,1591.74,1512.15,1738.97
#,21081,,1267.68,1204.30,1384.95
,21082,,1469.17,1395.71,1605.07
#,21082,,1159.23,1101.27,1266.46
,21083,,1400.64,1330.61,1530.20
#,21083,,1074.90,1021.16,1174.33
,21084,,1599.68,1519.70,1747.66
#,21084,,1244.02,1181.82,1359.09
,21085,,699.68,664.70,764.41
#,21085,,505.38,480.11,552.13
,21086,,1634.64,1552.91,1785.85
#,21086,,1340.50,1273.48,1464.50
,21087,,1634.64,1552.91,1785.85
#,21087,,1340.50,1273.48,1464.50
,21100,,636.31,604.49,695.16
#,21100,,367.05,348.70,401.01
,21110,,887.62,843.24,969.73
#,21110,,738.70,701.77,807.04
,21116,,221.23,210.17,241.70
#,21116,,46.77,44.43,51.09
,21120,,693.27,658.61,757.40
#,21120,,535.61,508.83,585.15
,21121,,655.47,622.70,716.11
#,21121,,550.93,523.38,601.89
,21122,,793.89,754.20,867.33
,21123,,881.54,837.46,963.08
,21125,,2680.12,2546.11,2928.03
#,21125,,693.75,659.06,757.92
,21127,,4088.05,3883.65,4466.20
#,21127,,796.03,756.23,869.66
,21137,,802.55,762.42,876.78
,21138,,977.54,928.66,1067.96
,21139,,1164.24,1106.03,1271.93
,21141,,1387.82,1318.43,1516.19
,21142,,1424.35,1353.13,1556.10
,21143,,1467.51,1394.13,1603.25
,21145,,1615.93,1535.13,1765.40
,21146,,1686.03,1601.73,1841.99
,21147,,1776.89,1688.05,1941.26
,21150,,1745.39,1658.12,1906.84
,21151,,1922.40,1826.28,2100.22
,21154,,2068.30,1964.89,2259.62
,21155,,2295.35,2180.58,2507.67
,21159,,2752.51,2614.88,3007.11
,21160,,2987.01,2837.66,3263.31
,21172,,2418.20,2297.29,2641.88
,21175,,2366.76,2248.42,2585.68
,21179,,1626.49,1545.17,1776.95
,21180,,1817.63,1726.75,1985.76
,21181,,792.81,753.17,866.15
,21182,,2265.21,2151.95,2474.74
,21183,,2465.39,2342.12,2693.44
,21184,,2651.35,2518.78,2896.60
,21188,,1646.15,1563.84,1798.42
,21193,,1284.06,1219.86,1402.84
,21194,,1484.58,1410.35,1621.90
,21195,,1395.86,1326.07,1524.98
,21196,,1491.20,1416.64,1629.14
,21198,,1075.91,1022.11,1175.43
,21199,,1061.81,1008.72,1160.03
,21206,,1012.90,962.26,1106.60
,21208,,1688.33,1603.91,1844.50
#,21208,,764.90,726.66,835.66
,21209,,849.97,807.47,928.59
#,21209,,647.26,614.90,707.14
,21210,,1811.56,1720.98,1979.13
#,21210,,786.94,747.59,859.73
,21215,,4175.40,3966.63,4561.62
#,21215,,816.81,775.97,892.37
,21230,,796.45,756.63,870.12
,21235,,767.71,729.32,838.72
#,21235,,598.96,569.01,654.36
,21240,,1098.38,1043.46,1199.98
,21242,,1053.84,1001.15,1151.32
,21243,,1744.31,1657.09,1905.65
,21244,,1058.20,1005.29,1156.08
,21245,,1271.06,1207.51,1388.64
#,21245,,986.00,936.70,1077.21
,21246,,885.31,841.04,967.20
,21247,,1646.89,1564.55,1799.23
,21248,,1015.87,965.08,1109.84
#,21248,,822.91,781.76,899.02
,21249,,1380.44,1311.42,1508.13
#,21249,,1153.53,1095.85,1260.23
,21255,,1390.70,1321.17,1519.35
,21256,,1324.00,1257.80,1446.47
,21260,,1457.09,1384.24,1591.88
,21261,,2588.82,2459.38,2828.29
,21263,,2392.59,2272.96,2613.90
,21267,,1703.54,1618.36,1861.11
,21268,,2140.23,2033.22,2338.20
,21270,,1071.51,1017.93,1170.62
#,21270,,800.56,760.53,874.61
,21275,,901.25,856.19,984.62
,21280,,606.88,576.54,663.02
,21282,,413.70,393.02,451.97
,21295,,205.73,195.44,224.76
,21296,,429.50,408.03,469.23
,21315,,157.46,149.59,172.03
#,21315,,64.68,61.45,70.67
,21320,,226.24,214.93,247.17
#,21320,,100.85,95.81,110.18
,21325,,466.15,442.84,509.27
,21330,,562.64,534.51,614.69
,21335,,755.96,718.16,825.88
,21336,,667.98,634.58,729.77
,21337,,436.87,415.03,477.28
#,21337,,316.86,301.02,346.17
,21338,,704.87,669.63,770.07
,21339,,799.01,759.06,872.92
,21340,,800.63,760.60,874.69
,21343,,1150.11,1092.60,1256.49
,21344,,1482.65,1408.52,1619.80
,21345,,844.70,802.47,922.84
#,21345,,678.30,644.39,741.05
,21346,,1078.05,1024.15,1177.77
,21347,,1099.19,1044.23,1200.86
,21348,,1164.34,1106.12,1272.04
,21355,,470.97,447.42,514.53
#,21355,,349.28,331.82,381.59
,21356,,572.71,544.07,625.68
#,21356,,428.50,407.08,468.14
,21360,,555.85,528.06,607.27
,21365,,1148.97,1091.52,1255.25
,21366,,1365.14,1296.88,1491.41
,21385,,781.67,742.59,853.98
,21386,,739.31,702.34,807.69
,21387,,816.15,775.34,891.64
,21390,,845.53,803.25,923.74
,21395,,1079.74,1025.75,1179.61
,21400,,223.88,212.69,244.59
#,21400,,176.14,167.33,192.43
,21401,,532.50,505.88,581.76
#,21401,,348.62,331.19,380.87
,21406,,621.29,590.23,678.76
,21407,,678.54,644.61,741.30
,21408,,965.62,917.34,1054.94
,21421,,663.63,630.45,725.02
#,21421,,562.78,534.64,614.84
,21422,,662.91,629.76,724.22
,21423,,852.41,809.79,931.26
,21431,,718.02,682.12,784.44
,21432,,761.67,723.59,832.13
,21433,,1856.67,1763.84,2028.42
,21435,,1503.92,1428.72,1643.03
,21436,,2178.19,2069.28,2379.67
,21440,,705.62,670.34,770.89
#,21440,,568.47,540.05,621.06
,21445,,811.32,770.75,886.36
#,21445,,659.03,626.08,719.99
,21450,,607.41,577.04,663.60
#,21450,,495.14,470.38,540.94
,21451,,791.48,751.91,864.70
#,21451,,662.73,629.59,724.03
,21452,,761.75,723.66,832.21
#,21452,,476.01,452.21,520.04
,21453,,1129.90,1073.41,1234.42
#,21453,,964.84,916.60,1054.09
,21454,,506.96,481.61,553.85
,21461,,1885.26,1791.00,2059.65
#,21461,,1099.32,1044.35,1201.00
,21462,,2041.57,1939.49,2230.41
#,21462,,1214.95,1154.20,1327.33
,21465,,829.76,788.27,906.51
